poem	text	lemmatized_text
consejo de la organización mundial de la salud_quédate en casa.txt	"Si no haces caso, ah
Allá tú
Ariel de Cuba

Quédate en casa (Stay home), oh eh
Quédate en casa, dale quédate

¿Cómo dice?
Quédate en casa, no salgas muchacha
Hay un virus afuera y el mundo está en candela
Ahí está el coronavirus, mira italianos y chinos
Si no toman medidas estamos bien jodidos

Quédate en casa, es por tu bien
Es el coronavirus, no te metas en líos
Quédate en casa, pórtate bien
Es el coronavirus, no te metas en líos

Esto no es pa' juego, pa'l mundo entero
Cuida a la abuela, cuida al abuelo
Si nos unimos, venceremos
Somos humanos, demos la mano
No importa el político que sigas tú
El planeta necesita de tu actitud
Ahora es el momento de actuar
Stop coronavirus, te vamos a parar

Quédate en casa, no salgas muchacha
Hay un virus afuera y el mundo está en candela
Ahí está el coronavirus, mira italianos y chinos
Si no toman medidas estamos bien jodidos

Quédate en casa, es por tu bien
Es el coronavirus, no te metas en líos
Quédate en casa, pórtate bien
Es el coronavirus, no te metas en líos

Todos mis respetos a esos valientes profesionales
Que están currando como animales
Para ver si el pueblo de esta sale
Tú sí que vales

Es el momento de decir, hermano
Que el mundo entero seamos paisanos
Es el momento de dejar rencores, envidia
Y ser familia

Quédate en casa, no salgas muchacha
Hay un virus afuera y el mundo está en candela
Ahí está el coronavirus, mira italianos y chinos
Si no toman medidas estamos bien jodidos

Quédate en casa, es por tu bien
Es el coronavirus, no te metas en líos
Quédate en casa, pórtate bien
Es el coronavirus, no te metas en líos

No me salgas pa' la calle
En las noticias está el detalle
Cuídate
No nos falles

Porque la cosa está bien mala
¿O tú no has visto el panorama?
Oh my god
Oye, cuidadito
Ese virus no falla

Quédate en casa, es por tu bien (¿Cómo?)
Es el coronavirus, no te metas en líos
Quédate en casa, pórtate bien (Quédate rumbeando)
Es el coronavirus, no te metas en líos

Quédate en casa, ¡quédate! (Quédate)
Quédate en casa, ¡quédate!
Quédate en casa, ¡quédate!
Quédate en casa, ¡quédate!

Quédate en casa
Tranquilito ahí
Bailando bachata con tu gente
Y dice así mira...

Yo me quedo en casa (En mi casa)
Yo me quedo en casa (Con mi gente)
Yo me quedo en casa (Uh)
Yo me quedo en casa (En casa)

Podré mirarte a través de ese cristal
Saludarnos de otra forma
Sin miedo a respirar…

Podré abrazarte con las ganas de olvidar
Que una puerta nos separa
De las ganas de soñar…

Despertar de esta noche que es real
Que la magia de volar nos la ha quitado la libertad
Y pensar que este sueño no es real
Este sueño no es real…

Y ahora Madrid se nos viste de fantasma
A las ocho caen las redes, se llenan las terrazas
Y ahora aprendí por qué hay que barrer a casa
Porque la mejor canción no entiende de murallas…
No entiende de murallas…. Ah…

Podré asomarme a la esquina de ese bar
Otra ronda a los de siempre que no me dejan pagar
De caña en tapa, servilleta en otro bar
Y que tiemble la corona viéndonos saborear...

Despertar que esa noche fue real
Que las ganas de volar nos las quitó la libertad
Y pensar que ese sueño fue real
Que ese sueño fue real…

Y ahora Madrid se nos viste de fantasma
A las ocho caen las redes, se llenan las terrazas
Y ahora aprendí por qué hay que barrer a casa
Porque la mejor canción no entiende de murallas…
No entiende de murallas.

Y ahora Madrid se emociona en otra plaza
A las ocho sale el sol, se llenan las terrazas
Y ahora aprendí por qué hay que barrer a casa
Porque la mejor canción no entiende de murallas
No entiende de murallas…
No entiende de batallas…
No entiende de batallas…

Quédate con la copla,
que no se te acaba el tiempo
se acumulan para luego
los besos que no se dieron
un parón que nos sitúa
nos recuerda, nos ayuda
el valor de las personas
es mayor cuando se suman
no puedo esperar menos de ti
sé que tú esperas lo mismo de mí
lo mismo de mí
quédate
quédate en tu casa
quédate
quédate en tu casa y te sigo
tómate un respiro
quédate
quédate en tu casa
quédate
quédate en tu casa conmigo
será algo más sencillo
quédate con quien te mire como yo
miro a mis vecinos cuando salen al balcón
démonos la mano,
lo haremos codo con codo
sabremos compartirnos,
vamos a poder con todo
no puedo esperar menos de ti
sé que tú esperas lo mismo de mí
quédate
quédate en tu casa
quédate
quédate en tu casa y te sigo
tómate un respiro
quédate
quédate en tu casa
quédate
quédate en tu casa conmigo
será algo más sencillo
de las cosas malas algo bueno hay que sacar
sácate partido y sácate luego a bailar
vive por las ramas,
ponte música por vena
es cosa de unos días
que volvamos a encontrarnos
con la voluntad de abrazarnos un buen rato
este suma y sigue va a recuperarnos
quédate
quédate en tu casa
quédate
quédate en tu casa y te sigo
tómate un respiro
quédate
quédate en tu casa
quédate
quédate en tu casa conmigo
será algo más sencillo
quédate
quédate en tu casa
quédate
quédate en tu casa y te sigo
tómate un respiro
quédate
quédate en tu casa
quédate
quédate en tu casa conmigo
será algo más sencillo"	"si no hacer caso , ah 
 allá tú 
 Ariel de Cuba 

 quedar tú en casa ( Stay home ) , oh eh 
 quedar tú en casa , da él quedar tú 

 ¿ cómo decir ? 
 quedar tú en casa , no salir muchacha 
 haber uno virus afuera y el mundo estar en candela 
 ahí estar el coronavirus , mirar italiano y chino 
 si no tomar medida estar bien jodido 

 quedar tú en casa , ser por tu bien 
 ser el coronavirus , no tú meter en lío 
 quedar tú en casa , portar tú bien 
 ser el coronavirus , no tú meter en lío 

 este no ser pa ' juego , pa'l mundo entero 
 cuidar a el abuela , cuidar al abuelo 
 si yo unir , vencer 
 ser humano , dar el mano 
 no importar el político que seguir tú 
 el planeta necesitar de tu actitud 
 ahora ser el momento de actuar 
 Stop coronavirus , tú ir a parar 

 quedar tú en casa , no salir muchacha 
 haber uno virus afuera y el mundo estar en candela 
 ahí estar el coronavirus , mirar italiano y chino 
 si no tomar medida estar bien jodido 

 quedar tú en casa , ser por tu bien 
 ser el coronavirus , no tú meter en lío 
 quedar tú en casa , portar tú bien 
 ser el coronavirus , no tú meter en lío 

 todo mi respeto a ese valiente profesional 
 que estar currar como animal 
 Para ver si el pueblo de este salir 
 tú sí que valer 

 ser el momento de decir , hermano 
 Que el mundo entero ser paisano 
 ser el momento de dejar rencor , envidia 
 Y ser familia 

 quedar tú en casa , no salir muchacha 
 haber uno virus afuera y el mundo estar en candela 
 ahí estar el coronavirus , mirar italiano y chino 
 si no tomar medida estar bien jodido 

 quedar tú en casa , ser por tu bien 
 ser el coronavirus , no tú meter en lío 
 quedar tú en casa , portar tú bien 
 ser el coronavirus , no tú meter en lío 

 no yo salir pa ' el calle 
 en el noticia estar el detalle 
 cuidar tú 
 no yo fallar 

 porque el cosa estar bien malo 
 ¿ O tú no haber ver el panorama ? 
 oh my god 
 oír , cuidadito 
 ese virus no fallar 

 quedar tú en casa , ser por tu bien ( ¿ cómo ? ) 
 ser el coronavirus , no tú meter en lío 
 quedar tú en casa , portar tú bien ( quedar tú rumbear ) 
 ser el coronavirus , no tú meter en lío 

 quedar tú en casa , ¡ quedar tú ! ( quedar tú ) 
 quedar tú en casa , ¡ quedar tú ! 
 quedar tú en casa , ¡ quedar tú ! 
 quedar tú en casa , ¡ quedar tú ! 

 quedar tú en casa 
 tranquilito ahí 
 bailar bachata con tu gente 
 y decir así mirar ... 

 yo yo quedar en casa ( En mi casa ) 
 yo yo quedar en casa ( Con mi gente ) 
 yo yo quedar en casa ( Uh ) 
 yo yo quedar en casa ( En casa ) 

 poder mirar tú a través de ese cristal 
 saludar yo de otro forma 
 sin miedo a respirar … 

 poder abrazar tú con el gana de olvidar 
 Que uno puerta yo separar 
 De el gana de soñar … 

 despertar de este noche que ser real 
 Que el magia de volar yo él haber quitar el libertad 
 Y pensar que este sueño no ser real 
 este sueño no ser real … 

 y ahora Madrid él yo ver de fantasma 
 a el ocho caer el red , él llenar el terraza 
 y ahora aprender por qué haber que barrer a casa 
 porque el mejor canción no entender de muralla … 
 no entender de muralla … . ah … 

 poder asomar yo a el esquina de ese bar 
 otro ronda a el de siempre que no yo dejar pagar 
 de caña en tapa , servilleta en otro bar 
 Y que temblar el corona viendo yo saborear ... 

 despertar que ese noche ser real 
 que el gana de volar yo él quitar el libertad 
 Y pensar que ese sueño ser real 
 Que ese sueño ser real … 

 Y ahora Madrid él yo ver de fantasma 
 a el ocho caer el red , él llenar el terraza 
 y ahora aprender por qué haber que barrer a casa 
 porque el mejor canción no entender de muralla … 
 no entender de muralla . 

 y ahora Madrid él emocionar en otro plaza 
 a el ocho salir el sol , él llenar el terraza 
 y ahora aprender por qué haber que barrer a casa 
 porque el mejor canción no entender de muralla 
 no entender de muralla … 
 no entender de batalla … 
 no entender de batalla … 

 quedar tú con el copla , 
 que no él tú acabar el tiempo 
 él acumular para luego 
 el beso que no él dar 
 uno parón que yo sitúar 
 yo recordar , yo ayudar 
 el valor de el persona 
 ser mayor cuando él sumar 
 no poder esperar menos de tú 
 saber que tú esperar él mismo de yo 
 él mismo de yo 
 quedar tú 
 quedar tú en tu casa 
 quedar tú 
 quedar tú en tu casa y tú seguir 
 tomar tú uno respiro 
 quedar tú 
 quedar tú en tu casa 
 quedar tú 
 quedar tú en tu casa yo 
 ser algo más sencillo 
 quedar tú con quien tú mirar como yo 
 mirar a mi vecino cuando salir al balcón 
 démonos el mano , 
 él hacer codo con codo 
 saber compartir yo , 
 ir a poder con todo 
 no poder esperar menos de tú 
 saber que tú esperar él mismo de yo 
 quedar tú 
 quedar tú en tu casa 
 quedar tú 
 quedar tú en tu casa y tú seguir 
 tomar tú uno respiro 
 quedar tú 
 quedar tú en tu casa 
 quedar tú 
 quedar tú en tu casa yo 
 ser algo más sencillo 
 de el cosa mala algo bueno haber que sacar 
 sacar tú partido y sacar tú luego a bailar 
 vivar por el rama , 
 poner tú música por vena 
 ser cosa de uno día 
 que volver a encontrar yo 
 con el voluntad de abrazar yo uno buen rato 
 este suma y seguir ir a recuperar yo 
 quedar tú 
 quedar tú en tu casa 
 quedar tú 
 quedar tú en tu casa y tú seguir 
 tomar tú uno respiro 
 quedar tú 
 quedar tú en tu casa 
 quedar tú 
 quedar tú en tu casa yo 
 ser algo más sencillo 
 quedar tú 
 quedar tú en tu casa 
 quedar tú 
 quedar tú en tu casa y tú seguir 
 tomar tú uno respiro 
 quedar tú 
 quedar tú en tu casa 
 quedar tú 
 quedar tú en tu casa yo 
 ser algo más sencillo"
dolores romero_sin título.txt	"Era mayo, otro mayo, 
En los versos cantaban 
Calandria y ruiseñor. 
¡Quién me iba a decir a mí, 
prisionera de ocasión, 
Que de día en mi ventana, 
Iba a escuchar la canción 
Del mirlo y el gorrión!

Pero, triste muy triste 
Paso horas de ordenador, 
Escribiendo rimas varias, 
Y esperando ver el sol. 
Las noticias hablan y hablan 
Del dolor, ¡cuánto dolor! 
Pasa la muerte arrasando 
Toda una generación.
"	"ser mayo , otro mayo , 
 en el verso cantar 
 Calandria y ruiseñor . 
 ¡ quién yo ir a decir a yo , 
 prisionero de ocasión , 
 Que de día en mi ventana , 
 ir a escuchar el canción 
 Del mirlo y el gorrión ! 

 pero , triste mucho triste 
 pasar hora de ordenador , 
 escribir rima varios , 
 Y esperar ver el sol . 
 el noticia hablar y hablar 
 del dolor , ¡ cuánto dolor ! 
 pasar el muerte arrasar 
 todo uno generación . 
"
vetusta morla_los abrazos prohibidos.txt	"Por los ángeles de alas verdes de los quirófanos
Por los ángeles de alas blancas del hospital
Por los que hacen del verbo cuidar su bandera y tu casa
Y luchan porque nadie muera en soledad
Por esas centinelas que no duermen.
Para que el enfermo sueñe que va a despertar
Sin temerle a su miedo y usando su piel como escudo
Moviendo las camillas del peligro como un vals
Por los que hacen del trabajo sucio la labor más hermosa del mundo
Y pintan de azul la oscuridad.
Cada noche aplaudimos en los balcones, la muerte huye con sus dragones,
Callamos al silencio un día más.
Nunca olvidaremos vuestro ejemplo
Nunca olvidaremos la dedicación.
Nunca olvidaremos el esfuerzo
Vuestro amor es nuestra inspiración
Por los que nunca miran el reloj mientras curan
Por los que hacen suyas las heridas de los demás
Por los que merecen los abrazos prohibidos
Y se meten contigo en la boca del lobo sin mirar atrás
Por los que hacen del trabajo sucio la labor más hermosa del mundo,
Y pintan, y pintan de azul la oscuridad
Cada noche aplaudimos en los balcones, la muerte huye con sus dragones
Callamos la boca al silencio un día más
Porque ya os habéis ganado a pulso
El aplauso más largo del mundo
Respeto y dignidad
Cada vez que salimos a los balcones el miedo huye con sus dragones
Y callamos al silencio un día más
(Un día más, un día más)
Supervivientes sí, maldita sea, (un día más)
Nunca me cansaré de celebrarlo
"	"por el ángel de ala verde de el quirófano 
 por el ángel de ala blanco del hospital 
 por el que hacer del verbo cuidar su bandera y tu casa 
 Y luchar porque nadie morir en soledad 
 por ese centinela que no dormir . 
 para que el enfermo soñar que ir a despertar 
 sin temer él a su miedo y usar su piel como escudo 
 mover el camilla del peligro como uno vals 
 por el que hacer del trabajo sucio el labor más hermoso del mundo 
 y pintar de azul el oscuridad . 
 cada noche aplaudir en el balcón , el muerte huir con su dragón , 
 callar al silencio uno día más . 
 nunca olvidar vuestro ejemplo 
 nunca olvidar el dedicación . 
 nunca olvidar el esfuerzo 
 vuestro amor ser nuestro inspiración 
 por el que nunca mirar el reloj mientras curar 
 por el que hacer suyo el herida de el demá 
 por el que merecer el abrazo prohibido 
 y él meter tú en el boca del lobo sin mirar atrás 
 por el que hacer del trabajo sucio el labor más hermoso del mundo , 
 Y pintar , y pintar de azul el oscuridad 
 cada noche aplaudir en el balcón , el muerte huir con su dragón 
 callar el boca al silencio uno día más 
 porque ya tú haber ganar a pulso 
 el aplauso más largo del mundo 
 respeto y dignidad 
 cada vez que salir a el balcón el miedo huir con su dragón 
 y callar al silencio uno día más 
 ( uno día más , uno día más ) 
 superviviente sí , maldita sea , ( uno día más ) 
 nunca yo cansar de celebrar él 
"
manuel-maria-pastor-veiga_vi-una-estrella.txt	"Vi una estrella:

      Y en el gran infinito se soltaba una carga de fuerza que rompia otra vez la fisica.

     El rayo de luz blanca atravesaba el firmamento con un destino llamado AMOR.

     El puerto mas poderoso de la existencia donde todo es plata y oro y sin embargo son simbolos que no tienen precio.

     Los pensamientos viajan por los mares guiados por los vientos para entrar en un embudo donde no existe la velocidad , ni el tiempo, ni el espacio.

Una estrella llamada...

                         kel."	"ver uno estrella : 

       Y en el gran infinito él soltar uno carga de fuerza que rompia otro vez el fisica . 

      el rayo de luz blanco atravesar el firmamento con uno destino llamado AMOR . 

      el puerto mas poderoso de el existencia donde todo ser plata y oro y sin embargo ser simbolo que no tener precio . 

      el pensamiento viajar por el mar guiado por el viento para entrar en uno embudo donde no existir el velocidad , ni el tiempo , ni el espacio . 

 uno estrella llamado ... 

                          kel ."
poesiaconalas_sin título.txt	"Fluyo cuando escribo
      
           soy río que cae de las montañas

     asirme a la vida es mi motivo

sintiéndome entusiasmada
      
          al ver que las letras tienen alas
"	"fluir cuando escribir 
      
            ser río que caer de el montaña 

      asir yo a el vida ser mi motivo 

 sentir yo entusiasmado 
      
           al ver que el letra tener ala 
"
pablo alborán_cuando estés aquí.txt	"Ahora que el abrazo se demora
Que la vida nos partió por la mitad
Me veo rodeado de mentiras
De balones pinchados por balas perdidas
Ahora que Madrid es un desierto
Sus balcones tienen menos que llorar
Mi casa se queja de oficina
Y me ha dicho la vecina que hoy volverá a bailar
Pon el contador a cero
Que seré el primero en besar tu cicatriz
Una noche más o menos
Ya sé del infierno de vivir sin ti
Volverán a vernos sonreír
Sabré que hay cura cuando estés aquí
Ahora que olvidar está de moda
El presente nos obliga a recordar
Intento borrarme los errores
Como en la lista de calmantes que comprar
Ahora que detrás de cada mueca
Escondemos el temor de poder soñar
Amores desnudos de correa
Se asoman por la verja de nuestra libertad
Y pon el contador a cero
Que seré el primero en besar tu cicatriz
Una noche más o menos
Ya sé del infierno de vivir sin ti
Volverán a vernos sonreír
Sabré que hay cura cuando estés aquí
Pon el contador a cero
Que seré el primero en besar tu cicatriz
Una noche más o menos
Ya sé del infierno de vivir sin ti
Volverán a vernos sonreír
Sabré que hay cura cuando estés aquí
Sabré que hay cura cuando estés aquí
"	"ahora que el abrazo él demorar 
 Que el vida yo partir por el mitad 
 yo ver rodeado de mentira 
 de balón pinchado por bala perdido 
 ahora que Madrid ser uno desierto 
 su balcón tener menos que llorar 
 mi casa él quejar de oficina 
 y yo haber decir el vecina que hoy volver a bailar 
 poner el contador a cero 
 que ser el primero en besar tu cicatriz 
 uno noche más o menos 
 ya saber del infierno de vivir sin tú 
 volver a ver yo sonreír 
 saber que haber cura cuando estar aquí 
 ahora que olvidar estar de moda 
 el presente yo obligar a recordar 
 intentar borrar yo el error 
 como en el lista de calmante que comprar 
 ahora que detrás de cada mueca 
 esconder el temor de poder soñar 
 amor desnudo de correa 
 él asomar por el verja de nuestro libertad 
 y poner el contador a cero 
 que ser el primero en besar tu cicatriz 
 uno noche más o menos 
 ya saber del infierno de vivir sin tú 
 volver a ver yo sonreír 
 saber que haber cura cuando estar aquí 
 poner el contador a cero 
 que ser el primero en besar tu cicatriz 
 uno noche más o menos 
 ya saber del infierno de vivir sin tú 
 volver a ver yo sonreír 
 saber que haber cura cuando estar aquí 
 saber que haber cura cuando estar aquí 
"
sara-bueno_sin-titulo4.txt	"Anoche soñé
que saltaba
al vacío
sin miedo.
"	"anoche soñar 
 que saltar 
 al vacío 
 sin miedo . 
"
mespetitspoints_día 37.txt	"Todo lo que me dices me lo llevo a mi terreno.
Cógeme las curvas.
Suelta el freno.
Si jugamos, que sea en serio."	"todo él que yo decir yo él llevar a mi terreno . 
 coger yo el curva . 
 soltar el freno . 
 si jugar , que ser en serio ."
laura-lopez-leiton_gris-la-tarde.txt	"Gris la tarde
Gris la lluvia
al caer
bajo  el cielo
también gris.
Gris el recuerdo de tu mirada."	"gris el tarde 
 gris el lluvia 
 al caer 
 bajo   el cielo 
 también gris . 
 gris el recuerdo de tu mirada ."
isaac-coronilla_mi-alma-esta-sola-y-abandonada.txt	"Mi alma está sola y abandonada,
Sumida en un cuento de hadas,
Dónde el final de este cuento no dice nada."	"mi alma estar solo y abandonado , 
 sumido en uno cuento de hada , 
 dónde el final de este cuento no decir nada ."
josé gómez_distancias sociales.txt	"Qué importantes son los ojos estos días
que no podemos tocarnos
abrazarnos
que no se esconden las sonrisas
se intuyen 
ocultas, miedosas, 
tras las mascarillas,
hablan y sonríen, 
los ojos,
cuando no se ve la boca,
acompañan en la tristeza
cuando no se ve la pena
mueren un poco cada día
y renacen cuando nos vemos
vivos, muy vivos aún.

Hablan, ríen, lloran,
los ojos,
sufren, mueren, abrazan, 
como un mascaron de proa
abren camino a expresiones huérfanas 
de sentimientos, 
rotos en estos días,
trabajan el doble, 
tratan de contar lo que palabras 
no dicen
lo que los gestos decían.

Nos cuentan nuestros líderes 
de la importancia fundamental de las separaciones 
como si no fuéramos latinos
como si no estuviéramos vivos
y no necesitáramos romperla para no rompernos,
reírnos de esa distancia 
para consolarnos...
¡No hace falta ponerse mascarillas!
dijeron
¡Es bueno protegerse con mascarillas!
dicen
la sierra afilada de vaivenes de las autoridades 
empieza a ser mítica en los desconciertos
en las dudas...
improvisación dolorosa 
impotencia y pena... 
se nos van solos
y no podemos hacer nada,
y están solos, terriblemente,
escondidos, esperando
con el miedo a lo desconocido...
lloran,
sólo con los ojos,
acarician, 
con manos enguantadas, 
están solos,
indefensos,
se nos van sin adioses,
sólo queda no olvidarlos,
se nos van los que solo lucharon 
por los demás
y sólo nos dejar las heridas abiertas 
recordarles
admirarles 
llorar...
como se fueron.

Distancia social lo llaman,
a la necesidad  de proteger
a los otros,
y a nosotros,
a la manera de luchar contra este invisible asesino...
y todos debemos cumplir,
y uno debe cumplirla
no puede quedarse,
para siempre, la terrible sensación 
de una última despedida
de una última muerte
de un dolor insoportable...

Distancia social lo llaman
a esta renuncia que carcome,
a esta necesidad de cariño absoluto,
a este abrazo vacío e inconmensurable,
que me hace hoy renunciar a tu contacto,
que me hace renunciar a tu sonrisa 
a desearte feliz 80 cumpleaños,
para, eso si, guardarte,
aguardarte y esperarte
y no en esa puerta gris,
seguir teniéndote 
en la vida y en el siempre
con contacto o distancia social...
para seguir admirando tu ejemplo,
para nunca olvidar que en tus 80
no nos abrazamos por necesidades de un guión...
que seguimos escribiendo 
y que nunca tendrá punto final.
"	"qué importante ser el ojo este día 
 que no poder tocar yo 
 abrazar yo 
 que no él esconder el sonrisa 
 él intuir 
 oculto , miedoso , 
 tras el mascarilla , 
 hablar y sonreir , 
 el ojo , 
 cuando no él ver el boca , 
 acompañar en el tristeza 
 cuando no él ver el pena 
 morir uno poco cada día 
 y renacer cuando yo ver 
 vivo , mucho vivo aún . 

 hablar , reir , llorar , 
 el ojo , 
 sufrir , morir , abrazar , 
 como uno mascaron de proa 
 abrir camino a expresión huérfano 
 de sentimiento , 
 roto en este día , 
 trabajar el doble , 
 tratar de contar él que palabra 
 no decir 
 él que el gesto decir . 

 yo contar nuestro líder 
 de el importancia fundamental de el separación 
 como si no ser latino 
 como si no estar vivo 
 y no necesitar romper él para no romper yo , 
 reir yo de ese distancia 
 para consolar yo ... 
 ¡ no hacer falta poner él mascarilla ! 
 decir 
 ¡ ser bueno proteger él con mascarilla ! 
 decir 
 el sierra afilado de vaivén de el autoridad 
 empezar a ser mítico en el desconcierto 
 en el duda ... 
 improvisación doloroso 
 impotencia y pena ... 
 él yo ir solo 
 y no poder hacer nada , 
 y estar solo , terriblemente , 
 escondido , esperar 
 con el miedo a él desconocido ... 
 llorar , 
 sólo con el ojo , 
 acariciar , 
 con mano enguantada , 
 estar solo , 
 indefenso , 
 él yo ir sin adiós , 
 sólo quedar no olvidar él , 
 él yo ir el que solo luchar 
 por el demá 
 y sólo yo dejar el herida abierto 
 recordar él 
 admirar él 
 llorar ... 
 como él ser . 

 distancia social él llamar , 
 a el necesidad   de proteger 
 a el otro , 
 y a yo , 
 a el manera de luchar contra este invisible asesino ... 
 y todo deber cumplir , 
 y uno deber cumplir él 
 no poder quedar él , 
 para siempre , el terrible sensación 
 de uno último despedida 
 de uno último muerte 
 de uno dolor insoportable ... 

 distancia social él llamar 
 a este renuncia que carcomir , 
 a este necesidad de cariño absoluto , 
 a este abrazo vacío e inconmensurable , 
 que yo hacer hoy renunciar a tu contacto , 
 que yo hacer renunciar a tu sonrisa 
 a desear tú feliz 80 cumpleaño , 
 para , ese si , guardar tú , 
 aguardar tú y esperar tú 
 y no en ese puerta gris , 
 seguir tener tú 
 en el vida y en el siempre 
 con contacto o distancia social ... 
 para seguir admirar tu ejemplo , 
 para nunca olvidar que en tu 80 
 no yo abrazar por necesidad de uno guión ... 
 que seguir escribir 
 y que nunca tener punto final . 
"
duo dinamico_resistiré.txt	"Cuando pierda todas las partidas
Cuando duerma con la soledad
Cuando se me cierren las salidas
Y la noche no me deje en paz

Cuando sienta miedo del silencio
Cuando cueste mantenerse en pie
Cuando se rebelen los recuerdos
Y me pongan contra la pared

Resistiré, erguido frente a todo
Me volveré de hierro para endurecer la piel
Y aunque los vientos de la vida soplen fuerte
Soy como el junco que se dobla
Pero siempre sigue en pie

Resistiré, para seguir viviendo
Soportaré los golpes y jamás me rendiré
Y aunque los sueños se me rompan en pedazos

Resistiré, resistiré

Cuando el mundo pierda toda magia
Cuando mi enemigo sea yo
Cuando me apuñale la nostalgia
Y no reconozca ni mi voz

Cuando me amenace la locura
Cuando en mi moneda salga cruz
Cuando el diablo pase la factura
O si alguna vez me faltas tú

Resistiré

Resistiré, erguido frente a todo
Me volveré de hierro para endurecer la piel
Y aunque los vientos de la vida soplen fuerte
Soy como el junco que se dobla
Pero siempre sigue en pie

Resistiré, para seguir viviendo
Soportaré los golpes y jamás me rendiré
Y aunque los sueños se me rompan en pedazos

Resistiré, resistiré"	"cuando pierda todo el partida 
 cuando dormir con el soledad 
 cuando él yo cerrar el salida 
 y el noche no yo dejar en paz 

 cuando sentir miedo del silencio 
 cuando costar mantener él en pie 
 cuando él rebelar el recuerdo 
 Y yo poner contra el pared 

 resistir , erguido frente a todo 
 yo volver de hierro para endurecer el piel 
 y aunque el viento de el vida soplar fuerte 
 ser como el junco que él doblar 
 pero siempre seguir en pie 

 resistir , para seguir vivir 
 soportar el golpe y jamás yo rendir 
 y aunque el sueño él yo romper en pedazos 

 resistir , resistir 

 cuando el mundo perder todo magia 
 Cuando mi enemigo ser yo 
 Cuando yo apuñalar el nostalgia 
 Y no reconocer ni mi voz 

 Cuando yo amenazar el locura 
 Cuando en mi moneda salir cruz 
 Cuando el diablo pasar el factura 
 o si alguno vez yo faltar tú 

 resistir 

 resistir , erguido frente a todo 
 yo volver de hierro para endurecer el piel 
 y aunque el viento de el vida soplar fuerte 
 ser como el junco que él doblar 
 pero siempre seguir en pie 

 resistir , para seguir vivir 
 soportar el golpe y jamás yo rendir 
 y aunque el sueño él yo romper en pedazos 

 resistir , resistir"
irene-castello-garcia_que-vacia-se-nos-presenta.txt	"Qué vacía se nos presenta
la vida moderna
cuando somos conscientes
de lo llenos que estamos.

Las manecillas, como piernas.
El segundero, nuestras manos.

Qué rapidez se nos impone
desde que nacemos
hasta que amamos.

Amar es vivir más lentamente.
El corazón marcando nuestros pasos.

Qué triste es
que solo nos demos cuenta
de que algo no funciona
cuando nos obligan a pararnos.

El mundo, como cuerda floja.
Nosotros, equilibristas frustrados."	"qué vacío él yo presentar 
 el vida moderno 
 cuando ser consciente 
 de él lleno que estar . 

 el manecilla , como pierna . 
 el segundero , nuestro mano . 

 qué rapidez él yo imponer 
 desde que nacer 
 hasta que amar . 

 amar ser vivir más lentamente . 
 el corazón marcar nuestro paso . 

 qué triste ser 
 que solo yo dar cuenta 
 de que algo no funcionar 
 cuando yo obligar a parar yo . 

 el mundo , como cuerda flojo . 
 yo , equilibrista frustrado ."
paloma-pérez_los amigos.txt	"Las personas de este mundo
somos como las hojas de los árboles.
Unas veces nos conocemos de paso
y la hoja se seca y cae,
ya que no se ha nutrido de amistad.
Otras veces cuidamos la hoja con cariño
y surge una amistad verdadera.
Un buen amigo nunca siembra malas semillas
ni cosecha hojas secas que caen,
no te tiene envidia, se alegra de tus éxitos,
no te traiciona, es franco contigo,
no te abandona,es fiel.
Es amigo en las buenas horas
y en los momentos tristes y desesperantes
te secará las lágrimas de tus ojos.
Un buen amigo es como una hoja verde hermosa,
que te acompaña y nutre tu amistad con cariño,
que alegra tu vida como las flores del jardín
que siempre te quiere y te recuerda.
"	"el persona de este mundo 
 ser como el hoja de el árbol . 
 uno vez yo conocer de paso 
 y el hoja él secar y caer , 
 ya que no él haber nutrir de amistad . 
 otro vez cuidar el hoja con cariño 
 y surgir uno amistad verdadero . 
 uno buen amigo nunca sembrar mala semilla 
 ni cosechar hoja seco que caer , 
 no tú tener envidia , él alegrar de tu éxito , 
 no tú traicionar , ser franco tú , 
 no tú abandonar , ser fiel . 
 ser amigo en el buena hora 
 y en el momento triste y desesperante 
 tú secar el lágrima de tu ojo . 
 uno buen amigo ser como uno hoja verde hermoso , 
 que tú acompañar y nutrir tu amistad con cariño , 
 que alegrar tu vida como el flor del jardín 
 que siempre tú querer y tú recordar . 
"
nerea-delgado_despertador.txt	"Perdóname por no llegar 

Hoy a nuestra cita. 

El tiempo avanza lento 

Y el despertador no suena todavía. 

Pero yo ya puedo ver tus ojos, 

Tu mano sobre mi mano, 

Y el tren que me llevará a Madrid. 
"	"perdonar yo por no llegar 

 hoy a nuestro cita . 

 el tiempo avanzar lento 

 y el despertador no sonar todavía . 

 pero yo ya poder ver tu ojo , 

 tu mano sobre mi mano , 

 Y el tren que yo llevar a Madrid . 
"
